coff_symbol,address,data_hex,addends,evidence,validation
_INVSQ_LOOKUP+0x4,0x006E17D8,6a41b23f539daf3f6c16ad3fabaaaa3f,0x4,Official SDK lsp.obj inverse-square lookup addend equals target,literal
_INVSQ2EXP_LOOKUP+0x80,0x006E185C,0000803ff304353f0000003ff304b53e,0x80,Official SDK lsp.obj inverse-square exponent lookup addend equals target,literal
__real@4@c0028000000000000000,0x006AFB84,000000c1,0x0,Official SDK lsp.obj float constant equals target,literal
_FROMdB2_LOOKUP,0x006E19EC,202a7e3f74887a3f10f4763fc56c733f,0x0,Official SDK lsp.obj secondary dB lookup prefix equals target,literal
_FROMdB_LOOKUP,0x006E1960,0000803f6c86213fb4d4cb3ecc9b803e,0x0,Official SDK lsp.obj dB lookup prefix equals target,literal
___sbh_cntHeaderList,0x006ED430,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled header-list count; PE .data virtual tail audited,address
___sbh_indGroupDefer,0x006ED444,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled deferred group index; PE .data virtual tail audited,address
___sbh_pHeaderDefer,0x006E8390,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled deferred header pointer; PE .data virtual tail audited,address
___sbh_pHeaderList,0x006ED434,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled header-list pointer; PE .data virtual tail audited,address
___sbh_pHeaderScan,0x006ED43C,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled header scan pointer; PE .data virtual tail audited,address
___sbh_sizeHeaderList,0x006ED440,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled header-list size; PE .data virtual tail audited,address
___sbh_threshold,0x006ED438,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled threshold; PE .data virtual tail audited,address
__crtheap,0x006E822C,00000000,0x0,VC8 SP1 sbheap.obj linked zero-filled CRT heap handle; PE .data virtual tail audited,address
__imp__HeapAlloc@12,0x006AC170,fcea2c00,0x0,VC8 SP1 sbheap.obj linked HeapAlloc IAT slot audited against target PE,address
__imp__HeapFree@12,0x006AC16C,f0ea2c00,0x0,VC8 SP1 sbheap.obj linked HeapFree IAT slot audited against target PE,address
__imp__HeapReAlloc@16,0x006AC17C,2ceb2c00,0x0,VC8 SP1 sbheap.obj linked HeapReAlloc IAT slot audited against target PE,address
__imp__RaiseException@16,0x006AC160,b2ea2c00,0x0,VC8 SP1 fpexcept.obj linked RaiseException IAT slot audited against target PE,address
__imp__VirtualAlloc@16,0x006AC0E4,6eed2c00,0x0,VC8 SP1 sbheap.obj linked VirtualAlloc IAT slot audited against target PE,address
__imp__VirtualFree@12,0x006AC0F4,20ed2c00,0x0,VC8 SP1 sbheap.obj linked VirtualFree IAT slot audited against target PE,address
crt_c2_000_security_cookie,0x006E1A88,4ee640bb,0x0,VC8 SP1 write/putwch/x10fout security cookie audited against target PE,address
crt_c2_001_pioinfo,0x006EE480,00000000,0x0,VC8 SP1 low-level I/O table pointer audited in PE zero-filled virtual tail,address
crt_c2_002_imp_getconsolemode_8,0x006AC0CC,d4ed2c00,0x0,VC8 SP1 write.obj GetConsoleMode IAT slot audited against target PE,literal
crt_c2_003_imp_getconsolecp_0,0x006AC0D0,c4ed2c00,0x0,VC8 SP1 write.obj GetConsoleCP IAT slot audited against target PE,literal
crt_c2_004_imp_widechartomultibyte_32,0x006AC1C0,3aec2c00,0x0,VC8 SP1 low-level console WideCharToMultiByte IAT slot audited against target PE,literal
crt_c2_005_imp_writefile_20,0x006AC050,bee52c00,0x0,VC8 SP1 write.obj WriteFile IAT slot audited against target PE,literal
crt_c2_006_imp_getlasterror_0,0x006AC090,6ce62c00,0x0,VC8 SP1 low-level I/O GetLastError IAT slot audited against target PE,literal
crt_c2_007_c_06pggfogjg_1_cdsnan_aa,0x006C000C,3123534e,0x0,VC8 SP1 x10fout.obj 1#SNAN string prefix audited against target PE,literal
crt_c2_008_c_05phhocpm_1_cdind_aa,0x006C0004,3123494e,0x0,VC8 SP1 x10fout.obj 1#IND string prefix audited against target PE,literal
crt_c2_009_c_05dnebiaho_1_cdinf_aa,0x006BFFFC,3123494e,0x0,VC8 SP1 x10fout.obj 1#INF string prefix audited against target PE,literal
crt_c2_010_c_06imkflfpg_1_cdqnan_aa,0x006BFFF4,3123514e,0x0,VC8 SP1 x10fout.obj 1#QNAN string prefix audited against target PE,literal
crt_c2_011_pow10pos,0x006E3040,00000000,0x0,VC8 SP1 x10fout.obj positive power-of-ten table address audited against target PE,address
crt_c2_012_pow10neg,0x006E31A0,cdcccdcc,0x0,VC8 SP1 x10fout.obj negative power-of-ten table address audited against target PE,address
crt_c2_013_imp_setfilepointer_16,0x006AC058,9ee52c00,0x0,VC8 SP1 lseeki64.obj SetFilePointer IAT slot audited against target PE,literal
crt_c2_014_nhandle,0x006EE468,00000000,0x0,VC8 SP1 isatty.obj handle-count global audited in PE zero-filled virtual tail,address
crt_c2_015_use_w_1_putwch_nolock_9_9,0x006E3300,02000000,0x0,VC8 SP1 putwch.obj static wide-console state audited against target PE,literal
crt_c2_016_confh,0x006E3308,feffffff,0x0,VC8 SP1 putwch.obj console handle global audited against target PE,address
crt_c2_017_imp_writeconsolew_20,0x006AC07C,a0ee2c00,0x0,VC8 SP1 putwch.obj WriteConsoleW IAT slot audited against target PE,literal
crt_c2_018_imp_getconsoleoutputcp_0,0x006AC080,8aee2c00,0x0,VC8 SP1 putwch.obj GetConsoleOutputCP IAT slot audited against target PE,literal
crt_c2_019_imp_writeconsolea_20,0x006AC084,7aee2c00,0x0,VC8 SP1 putwch.obj WriteConsoleA IAT slot audited against target PE,literal
__except_handler4,0x006817B0,83ec1453,0x0,VC8 SP1 sehprolg4.obj linked exception handler function entry audited against ledger/address,address
_over,0x006E26E8,00000000,0x0,VC8 SP1 fpctrl.obj overflow-state global audited against target PE,address
_under,0x006E26F4,01000000,0x0,VC8 SP1 fpctrl.obj underflow-state global audited against target PE,address
__sehtable$___set_fpsr_sse2,0x006CBEB8,feffffff,0x0,VC8 SP1 fpctrl.obj SEH table prefix audited against target PE,address
___sse2_available,0x006EE588,00000000,0x0,VC8 SP1 fpctrl/ieee87 SSE2 gate audited in PE zero-filled virtual tail,address
?__DAZ_ENABLED@?1??__set_fpsr_sse2@@9@9,0x006E2700,01000000,0x0,VC8 SP1 fpctrl.obj DAZ state audited against target PE,address
crt_c3_007_sehtable_write,0x006CBF60,feffffff,0x0,VC8 SP1 write.obj SEH table prefix audited against target PE,literal
crt_c3_033_app_type,0x006E1AC0,02000000,0x0,VC8 SP1 osfinfo.obj application type global audited against target PE,address
crt_c3_034_imp_setstdhandle_8,0x006AC0D4,b4ed2c00,0x0,VC8 SP1 osfinfo.obj SetStdHandle IAT slot audited against target PE,literal
crt_c3_035_sehtable_lock_fhandle,0x006CBF40,feffffff,0x0,VC8 SP1 osfinfo.obj lock-fhandle SEH table prefix audited against target PE,literal
crt_c3_036_imp_entercriticalsection_4,0x006AC11C,48e92c00,0x0,VC8 SP1 osfinfo.obj EnterCriticalSection IAT slot audited against target PE,literal
crt_c3_037_imp_leavecriticalsection_4,0x006AC118,30e92c00,0x0,VC8 SP1 osfinfo.obj LeaveCriticalSection IAT slot audited against target PE,literal
crt_c3_010_doubleformat,0x006E3010,35000000,0x8,VC8 SP1 intrncvt.obj DoubleFormat bit-count field audited against target PE,literal
crt_c3_011_doubleformat,0x006E3010,01fcffff,0x4,VC8 SP1 intrncvt.obj DoubleFormat exponent-min field audited against target PE,literal
crt_c3_012_doubleformat,0x006E3010,0b000000,0xC,VC8 SP1 intrncvt.obj DoubleFormat precision field audited against target PE,literal
crt_c3_013_doubleformat,0x006E3010,00040000,0x0,VC8 SP1 intrncvt.obj DoubleFormat base field audited against target PE,literal
crt_c3_014_doubleformat,0x006E3010,ff030000,0x14,VC8 SP1 intrncvt.obj DoubleFormat exponent-max field audited against target PE,literal
crt_c3_015_doubleformat,0x006E3010,40000000,0x10,VC8 SP1 intrncvt.obj DoubleFormat mantissa field audited against target PE,literal
crt_c3_016_floatformat,0x006E3028,18000000,0x8,VC8 SP1 intrncvt.obj FloatFormat bit-count field audited against target PE,literal
crt_c3_017_floatformat,0x006E3028,81ffffff,0x4,VC8 SP1 intrncvt.obj FloatFormat exponent-min field audited against target PE,literal
crt_c3_018_floatformat,0x006E3028,08000000,0xC,VC8 SP1 intrncvt.obj FloatFormat precision field audited against target PE,literal
crt_c3_019_floatformat,0x006E3028,80000000,0x0,VC8 SP1 intrncvt.obj FloatFormat base field audited against target PE,literal
crt_c3_020_floatformat,0x006E3028,7f000000,0x14,VC8 SP1 intrncvt.obj FloatFormat exponent-max field audited against target PE,literal
crt_c3_021_floatformat,0x006E3028,20000000,0x10,VC8 SP1 intrncvt.obj FloatFormat mantissa field audited against target PE,literal
___use_sse2_mathfcns+0x0,0x006EE584,00000000,0x0,VC8 SP1 log10/floor SSE2 math gate audited in PE zero-filled virtual tail,address
__DEFAULT_CW_in_mem+0x0,0x006B7C78,7f0235c2,0x0,VC8 SP1 log10 linked default x87 control-word storage audited against target PE,address
___fastflag+0x0,0x006E7944,00000000,0x0,VC8 SP1 log10 linked fast-exit flag audited against target PE,address
LOG_name+0x0,0x006E1B40,6c6f6731,0x0,VC8 SP1 log10.obj function-name literal prefix audited in object and target,literal
_Bns+0x0,0x006B7580,33040000,0x0,VC8 SP1 floor_pentium4.obj Bns constant audited in object and target,literal
_S+0x0,0x006B75B0,ff070000,0x0,VC8 SP1 floor_pentium4.obj S constant audited in object and target,literal
_One+0x0,0x006B7570,00000000,0x0,VC8 SP1 floor_pentium4.obj One constant prefix audited in object and target,literal
_NegZero+0x0,0x006B75A0,00000000,0x0,VC8 SP1 floor_pentium4.obj NegZero constant prefix audited in object and target,literal
_NegOne+0x0,0x006B7590,00000000,0x0,VC8 SP1 floor_pentium4.obj NegOne constant prefix audited in object and target,literal
